id,rating,review,extra,assessment,workload,date
24351,6742,"Could not agree more with the previous reviewer!! Prof. Zarrillo is a very nice, engaging and fun lecturer who presents Masterpieces of Western Art with a very refreshing mixture of personal knowledge on the material, documentaries such as ""The Power of Art"" by CU's own Simon Schama (well worth checking out on YouTube) and even let the class make their own ""Autumn Rhythm"" style art piece near the end of the semester. This last bit was not only very enjoyable but helped me really get a sense of what the interaction with an artistic medium is really all about, something that you really can't understand from just reading about it. Overall, primarily given the light workload for this course, I can't recommend Prof. Zarrillo enough!",209.2.221.18,"Short readings for each class, two papers (one formal analysis, one exhibition review), a midterm (IDs, comparisons, and essay) and a take-home final (design your own exhibition from the course artworks)... everything is graded very fairly",4,2010-05-11 00:50:36
9983,3349,"In my opinion, Garrett is the best that you can get for this core class. He is very intelligent, and knowledgeble about so many different areas and subjects that at times it can be a little intimidating! Yet, at the same time, our class was never boring, the discussions were always animated and interesting, and he has a great sense of humor. He also spends as much time reading and commenting on your essay as you spend writing them, and I feel that he is a very fair grader. He gives very helpful comments, is also available to meet with, and really helps you improve your writing. I think that pretty much my whole class respected him and enjoyed our discussions. My only complaint was that we fell a little behind in terms of when our papers were assigned and due, but this was partially because our class got so involved in discussions that we spent a little too much time on the articles in the begining of the class than we should have. Another good thing: unlike most UW teachers, 'peer review' for our class was completely anonymous, so that your paper was not torn apart in class, which I really appreciated. ",24.44.88.112,"Yes, you have to work hard for this class, but it is completely worth it. However, if you are just looking for a class that will be an easy A, BS-ing class, this is not the class for you. In the begining, one to two short papers and reading a week, later in the semester three big papers, a group project, and a retrospective paper. I can't stress this enough though: if you have the chance to take Garrett's class, take it!!!",4,2004-12-18 00:00:00
1941,877,"Wow. This guy is hard to describe. He is actually an M.D.-- No lie, though I wouldn't want him as my doctor because he has enough trouble remembering to bring quizzes and graded homework to class. His class is amusing because he is amusing. Despite laughs here and there, he is not so nice. He totally plays favorites and while he knows Spanish very well (He's Mexican) not Brazilian or Portuguese, his knowledge of the language is limited, which is a shame because it is a very neat language. The class starts out fun, but comes to a jarring halt very quickly. Unfortunately, it's impossible to skip class because he is a bit of an attendance Nazi. If you can take the class with a grain of salt, and want to learn the language, go for it. Otherwise, not highly recommended.",,"Lots of busy work in a textbook that is simply chaotic/not well organized. Compositions that require revision and are amazingly annoying to write. Pretty standard quizzes, midterm and final.",2,2002-01-27 00:00:00
4458,1716,"Milnor is an awesome professor. She loves Classics and it shows (if you dont trust me just wait and see her tatoo!). She is enthusiastic, intelligent, has a great sense of humor, and really wants her students to learn. I highly recommend her as a professor, and cant wait to take more classes taught by her",,"Daily translations, weekly quizzes, easy midterm and final. Pay attention in class and you will get an A.",4,2003-01-20 00:00:00
21750,1302,"She goes way above and beyond in caring for her students - putting on tons of Q & A sessions, learning EVERYONE'S names (unbelievable for an 80 person class) and having extended office hours. She often runs out of time to cover all of the slides, but she does cover everything (and if she doesn't, she won't test you on it).

Also, she posts all of the slides with her notes on them online - you really don't need to go to class... I missed two weeks and I still understood everything. That said, it's not that bad of a class, but it's a ton of memorizing of processes and definitions..",160.39.115.120,"Two midterms, one final. Mandatory lab: two formal lab reports (4-6 page papers), one final paper, weekly quizzes.",4,2008-12-15 18:08:05
21045,5900,I'm floored by all the positive reviews of this prof.  I couldn't stand him.  A good chunk of the class couldn't stand him.  He was touchy and personal in class discussion.  He couldn't get his own political agenda out of the way of our discussion and he made some pretty incredible material pretty painful to get through by the end of the semester.  Had good contextual grasp of material but discussions he led were uninspiring.,196.207.244.23,Moderate.  A lot of reading.,1,2008-03-11 00:00:00
3629,479,"A gem. What this woman says, write down, remember, and think about. She is engaging, caring, knows how to express her thoughts, and how to help students refine and articulate theirs. If you can, get into her class and enjoy the ride. I looked forward to class every time.",,"Reasonable- lots of reading, including supplementary but very pertinent reserve reading, but it's worth it for the three 2-3 page papers and easy midterm.",4,2002-11-26 00:00:00
10946,902,"By far, the BEST!!!  Math has NEVER been easier, and the professor was really really good.  (One good hint about this class:  there are a couple lectures that I found a bit challenging:  when he gets to talking about subspaces, and you don't really understand what he's talking about, don't worry...no one really understood the first time.  That's when you start going to MIT's Strang website and start watching his online lectures which are just fantastic).  
I did the problem sets (~2 hours a week), and watched about 10 of Strang's (author of the book at MIT)  online lectures, and easity aced the class.",160.39.201.28,"about 2 focused hours/week.  remember, focus focus focus!!!  ",4,2005-01-06 00:00:00
4666,1785,"At first, he seems like he'll be strict and somber, but Professor Amdur is actually a very dryly funny guy, who is always glad to talk to ou outside of class and who has a very warm way of running a class discussion. Manages to let stronger personalities indulge themselves without destroying the class, and gives the students a lot of say in what they study-- which is good, because it's a seminar. clearly has a lot of scholarship backing up whatever he says, but his opinions are not set and his mind is open, so you can still surprise him and have a good conversation that won't necessarily turn into a debate. He has wide familiarity with different legal texts, which he uses to produce great readers for the class.",,"normal 20-25 page seminar paper, topic of your choice. he's very good at giving help and guidance for your research. Grade almost completely based on the paper. Gives massive extensions, but then takes inordinately long time to grade the papers. it's the beginning of the second week of spring semester and he hasn't posted the grades yet.",3,2003-01-27 00:00:00
25882,125,"Nancy is easily the best professor I've had at Columbia. She has really mastered all of the texts that she teaches, and she expects that you'll get close to that level of mastery, too. This was such a refreshing class to switch into after a semester with a professor who would point to sections that befuddled her and let the class debate about it without guiding or providing any insights. Nancy's method of interrogation is leading- she's looking for specific answers that will send the discussion towards the ends that she wants to get across, although she will allow for slight diversions. This is off-putting for some students, but the quality of her insights into the texts have you by the end of the class feeling as though you've had an epiphany. Every. Time. 

Nancy, from what I gather, is fluent in English and Russian, has significant working knowledge of Greek and Latin and has at least dabbled in German. She's incredibly wry and current, referencing tumblr and youtube memes to lighten the mood. And she really cares about Lit. Hum. Even at 9 am, I was always engaged and excited to be there. She invites you over to her apartment to watch Akira Kurosawa adaptations of Macbeth, takes you on interesting tours at the Met, and finds awesome productions in the city for her classes to see. 

Really, I just cannot say enough about her. Where is the gold nugget? ",160.39.147.52,"1 page response for every class, but you can miss 5 of them (so around 20 auxiliary pages a semester where you can just spew your thoughts), 1 5-6 page paper, 1 6-7 page paper, and a final that will accommodate any changes she has made",5,2011-05-07 03:10:19
21309,5986,"After taking the first semester of this course with Menou, Bryan's class seemed like sitting in on a fifth grade class learning to add fractions. Much of this class is highly qualitative, and Bryan has no plans of making it more difficult. The first 15 minutes of each class are spent discussing recent developments in astronomy, and lots of time is wasted fielding stupid questions. We spent nearly an entire class just describing the expansion of the universe, which is pretty much how Bryan likes to teach. Overall, this class is a much easier A than Menou's. ",160.39.168.155,"Weekly problem sets that take decent time, because you actually have to read the textbook and learn the physics behind what Bryan describes, since he doesn't actually teach it in class. Midterm, final both open book and notes, and at a fair difficulty level. Bryan is one of the easiest graders I have ever seen, he will give 5/10 for vomit on a piece of paper.",2,2008-05-25 00:00:00
2978,1277,"I took advice from the last person who reviewed Professor Horvitz and found out that everything that was said was right on the mark! Prof. Horvitz is amazing, and there's no other way to describe him. Classes were informative and so interesting, and sometimes he supplemented stuff with great videos. He also explained stuff lots of times until you understood it, and was totally willing to talk to you after class or in office hours. Best part: he put everything in class on downloadable powerpoint slides that help you study, and he tells really bad jokes about himself and his friends that had our whole class on the floor. Just an all-around incredibly nice guy and amazing professor",,"Midterm and a final that were both multiple choice and short answer. Definitely not easy, but not hard either. Some questions are giveaways and others really make you think. His tests were really fair and the TA's are really helpful. The reading load isn't too heavy, but make sure you get all the reserve readings (annoying, because you have to copy them all from the psych library) because he actually does test on them!",4,2002-07-30 00:00:00
84303,4079,"I am utterly disappointed with Liza Knapp. She is absolutely horrid with her grading system. There is no clear grading criteria for her essays, midterms, and finals. I expected Literature Humanities to be a fun course. Knapp's lackluster style and monotone discussion pattern took this away. The content was mildly boring.",10.1.46.98,"3 essays for 10% each, 20% for the midterm, 20% for assignments, 30% for finals. Grading by the professor was terrible. I spent up to 10 hours for each essay, but failed to get suitable grades.",2,2023-11-19 18:09:38
26375,6328,"Let me start this entry off by saying that I am a CULPA free riderâ€¦.I am the last person you would ever expect to spend the time and effort to submit an entry to CULPA.  That being said, the entry submitted by the previous member of the Westboro baptist church last October was disgusting and pushed me to write something.

As you can see from the majority of the entries (minus the one from our oh so progressive friend Adolf), caring is a word everyone used to describe Glenn.  I certainly am not the best writer and I was looking forward to UW about as much as I look forward to dental surgery, but I was very lucky to have Glenn as my teacher.  Glenn goes above and beyond to make sure his students get something out of the course.  He conferences with students throughout the draft process, challenges students to think critically about their writing, and genuinely inspires his students to submit their best work.  Glenn cares so much about your success in this course that it motivates you to care about the class and improving your writing.  Glenn is also a very fair grader.    

Now lets talk about the curriculumâ€¦Yeah, there were a few readings about gender.  But what Adolf Eichmann failed to mention is that all of the readings are social commentary dealing with the taboo topics: race, gender, religion, class, etc.  Maybe our progressive friend would have rather written about high school topics that are less controversial or intellectually stimulating.  Glenn discusses all the topics respectfully and with an open mind.  He doesnâ€™t force his views on the students and moderates some pretty lively class discussions.  Authors discussed included Judith Lorber, award-winning Judith Butler, Jeffrey Jerome Cohen and Bell Hooks.  Bottom line: UW is a rough class, but Glenn makes it bearable and beneficial.
",160.39.201.235,Heavy on the reading and writing.....what you would expect for a UW.  Three main papers and one reflective essay.  Draft deadlines and benchmarks....procrastination is not an option.,3,2011-09-07 00:26:27
6277,1955,"I know this might sound strange, but both the good and the bad reviews about Prof. Cordes are right.  
My first impression of the man was very positive - he's amazingly intelligent, and yes, he does read these books for fun, and has definite passion for some of the subjects they present. As the weeks wore on, I started to hate him. He seemed arrogant and pompous, was a demanding grader, and gave the most bizarre essays topics imaginable. It took me more than half the term to finally come up with a balanced opinion. He might come off as arrogant, but he's a nice guy. He really thinks people care about what we learn in CC, too, and he really does want to know what we think (and to challenge us about it). If you're a slacker, or apathetic, try to stay away from Cordes. If you're into discussions, or want to come away from the class with some kind of understanding and opinion, then stick it out with him and you too might come to like him in the end.",69.22.210.147,"read EVERY book REALLY closely. 4 one page response papers (you choose on which books), hard midterm, hard final, 1 presentation on the author/work you choose (he'll help you out with it), 3 essays if i remember correctly - picky grader but at least he respects whatever you write as long as its supported and has good grammar.",2,2003-08-30 00:00:00
10311,609,"Arrogant beyond belief.  Don't take Bilgrami unless you're forced to (that's the only reason I took him against better advice from former classmates).  Don't ask questions in class unless you're prepared to let his scathing replies roll off your back.  Don't argue with him in the hopes of changing his opinion.  I was appalled at the way he treated students when they asked questions.  I don't mind appropriate sarcasm from a prof when a student obviously thinks he/she is smarter, but Bilgrami--I'm speechless.  You gotta see it to believe it.  You'd think he literally has something personal against the student; it sounds like he's defending himself.  It's unbelievable.  That said, if you find that you are indeed forced to take the class, simply take careful notes and regurgitate everything he said.  Don't attempt to incorporate any ideas of your own (unless you know the TAs are grading and you think they'll be more lenient).  If you simply regurgitate everything (but it's gotta be practically word for word regurgitation--that's the trick), you'll do reasonably well.  And never mind reading the text; technically, you don't have to read any of it at all although it helps once in a blue moon to skim over it to fill in the blanks (god forbid you should have any) from your notes.  But under no circumstances should you interpret the text yourself.  To give Bilgrami some credit, I found him to have a quite sane attitude when I spoke with him outside of class.  His demeanor was substantially different.  Like he actually showed a hint of respect for you.  I don't know why he's so different outside of class; maybe he thinks if you still have the guts to speak to him after his ranting, poor pitiful ignorant you deserves a certain iota of compassionate indulgence.  ",128.59.231.224,1 in-class midterm and final.  No homework.,1,2004-12-28 00:00:00
28623,8326,"I took Legacy of the Mediterranean for First Year English and I really loved Wendy. She has such an upbeat and happy vibe every class. Her enthusiasm and passion for teaching is great. She is very friendly and approachable and is always willing to help students. We read Euripides, The Bacchae, Hymn to Demeter, the Odyssey, Dante's Inferno, The Canterbury Tales, The Book of Margery Kempe, and a few short readings here and there. Even though I found some of the reading challenging once we went over it in class I understood it much better. I also really liked that the class size was small, it was about 14-15 students. So far Wendy has been my favorite professor at Barnard and I know other girls in my class really loved her too. I thought her comments and meetings were so helpful and I feel like after this class my writing improved. I definitely recommend taking a class with her! :) ",160.39.119.124,"Readings every night, 2 essays and drafts, and sometimes we had to write a reaction or analysis to what we read,  and a final research paper. ",4,2013-09-04 19:29:03
28502,7754,"Nick was a fantastic Music Hum instructor. I'm surprised he doesn't have a silver or gold nugget! It was clear throughout the semester that he takes teaching very seriously, and that his goal was just for us to learn about classical music. These are always good things in a core class.

I was most impressed by how organized Nick is and how much material he manages to fit into each class. His classroom is truly a well oiled machine. He produces very comprehensive handouts for everything in the course (class content, guidelines for assignments), returns graded work promptly with copious comments, and responds to emails quickly. He was an engaging lecturer and I think, managed to capture the interest of even students who probably weren't inclined to like the subject matter that much. It's clear that he's really into the material, but understands that most people wouldn't normally listen to that much classical music. On another note, it was pretty cool that for the German vocal music we studied, Nick appears to have translated the texts from the German himself. 

With regard to course content, there were a few live performances in the class, which were pretty exciting (Nick is a singer), as well as a trip to the opera to see La Traviata, and to Carnegie Hall for a Wagner recital. 

Nick is serious about graded assignments-- he'll definitely point it out if you don't back up your arguments or don't organize them clearly. That being said, since this is a core class and all, I think he is fairly lenient as long as a good faith effort is made. Plus, there are many extra credit opportunities. I'm pretty sure that a large proportion of our class received As.

I believe Nick is teaching CC next year, and I think he'll be great. I'm pretty sure he incorporated something about Kant and the noumenal and phenomenal when we talked about Wagner and Debussy (hurray for drawing connections between core classes!).

Anyway, if you get Nick for CC, definitely take the class! It's guaranteed that he'll invest boundless energy into the course and make great efforts to ensure that you walk away from the class enlightened on some level.",24.7.129.169,"An ungraded worksheet for each class, four 1-page listening responses due over the semester, one short 3-4 page paper, one 6-8 page final paper, midterm and final exams. Lots of extra credit.",4,2013-06-06 03:24:49
26978,7777,"Meng Laoshi is hands down the best teacher I've studied with while at Columbia. She completely changed the way I think about the Chinese language, and her ""chunking"" teaching method genuinely works. She emphasizes word collocation, and breaks down the article assigned into small groups of words to be tested on the daily tingxie. At first this method of learning may seem strange or even difficult, but you soon realize how much it helps your Chinese reading comprehension and writing abilities. I have only taken Media Chinese with Meng, but the class really revolutionized how I think about China's social and political policies, China's position in the modern world, and the Chinese language. Meng tells it like it is. She never gives you meaningless busy work, and she cares about students' opinions. The class is primarily discussion-based, so make sure you have an opinion and know how to share it. My grammar also significantly improved under her direction. She's the only Chinese teacher whose course material actually matters outside of the academic setting, and I highly recommend taking her class.",160.39.121.187,"Daily tingxie, weekly writing assignments pertaining to an article or movie/documentary, approximately 4 big tests spread throughout the semester, one presentation on a topic of your choice. The tests are tough, but if you thoroughly study, you should be fine. She always lets you know exactly what to study- there are never any surprises on the tests.",4,2012-01-21 19:19:18
3212,659,"What a self-centered guy! This class should be called ""Prof. Johnston Speaks His Mind"" W3100y. His arrogance gets in the way of what would otherwise be an interesting class.",,Lots of inane paper topics and tought final/midterm.,2,2002-09-06 00:00:00
26775,7718,"""Joe"" North is the only graduate student I would ever consider recommending for Lit Hum.  He is always engaging the class from start to finish and is meticulous with his critiques of papers.  My first 3-page paper had about a page and a half of notes and it didn't let up through the final paper.  His speaking style is clear and deep and oh so creamy-dreamy.  

If he has a fault, it's that he suffers fools too lightly and permits the long-winded of the class droll on and on with perfunctory platitudes and wikipedia regurgitations.  Honestly, fellow Columbians, we all know what you're trying to pull and it won't help your grade.  State your peace and shut the living fuck up.  

We want to hear Joe's velvety voice, not your bullshit.  

GO JOE!",74.72.227.169,"Standard for Lit Hum: 3, 4 and 5 page papers with midterm and final.  Joe has taught Uni Writing in the past, so though he's a tough grader, he is constructive.",4,2011-12-29 22:17:18
27070,7808,"Intermediate French 

Out of all the French classes I've taken at Columbia, this has by far been the most frustrating one. Right off the bat, Professor Mack is no doubt a really nice guy. He makes time to speak to students and is generally just very pleasant. That's probably why it's so irritating to dislike this class as much as I do. 

It's not hard to get an A in this class--do the homework, study for the tests, and participate every once in awhile. What really drives me crazy though is this man's lack of a systematic grading system. In every French class, you'll get two opportunities to write any given composition--the first and second draft. He hastily grades all of the first drafts, gives you a preliminary grade and then makes you do the corrections he's made for a second grade. It's all pretty standard, except when you get your second draft back and realize you did worse the second time around than the first. How is this possible? Well, he realizes while reading the second draft that he completely forgot to catch and correct a number of things and then punishes you for them by lowering your grade. Why would a student be punished for what the professor did not grade the first time? What's even more annoying is the paragraph he makes you write in english on the second draft about all the mistakes you made. Really, how many times can you say conjugation errors? Does he want you to list out every specific mistake you made? This does not help in any way whatsoever. 

In general, class is fine. regular grammar and reading samples. a few times, he just won't know something but i suppose that's normal with french teachers. if he really can't explain something, he'll say it in english, which i'm incredibly against. At this level, we shouldn't be speaking english in class at all, but that's just my opinion. 

don't be surprised on the test (which are way too long) if he includes things that we never went over or things he never even mentioned. he STRICTLY follows the department-wide syllabus for all the material covered on the test, despite the fact that we are never on schedule with it. this makes studying quite annoying. ",160.39.137.58,"5 tests, 5 compositions, homework every day that must be turned in for a grade. ",3,2012-03-26 16:14:12
20136,5460,"You know those people you think about when you're gnarled and old and thank God you learned from? Andrew Schonebaum is one of them. 
He has a contagious passion for anything East of the Ural Mountains and displays it with humour, erudition and a genuine interest in his students' opinions. To illustrate, he always encouraged discussion, and on the rare occasions when (usually during midterm season) he was the one doing the talking, he would reprimand himself and pass the baton to someone else.
The readings were generally very light, and class discussions were focussed on themes, not details. There were weekly posts, and it was evident that Andrew read them carefully because he would bring them up in class. It's a pity that Andrew will not be teaching at Columbia anymore, because he is truly the stuff of a Great Teacher Award, and this is my minor tribute to him. 
I truly believe that my classmates and I made an effort to work for this class because Andrew was so understanding and easy-going: he didn't frighten us into performing, but rather encouraged the cultivation of the intellectual skills that he believed we all had and were capable of using. ",203.199.24.89,"2 papers and a final. Weekly readings and posts. Two drafts of the first two papers were supposed to be submitted, the first reviewed by the writing center and the second one edited. ",4,2007-07-16 00:00:00
2516,718,Prof. Evans is nice and very clear. He is open to listening to questions during lecture and he cares a lot about students taking an interest in him as a professor which makes him pretty accessible. His lectures are not that exciting and attendance reflected that. Some lectures are better than others. In the poets class he often tried to have demonstrations in class and would end most lectures with a good story or anticdote.,,1601-1 problem set every two weeks which were not that bad and 2 midterms and a final which if you can do the problem sets were not that bad 1002-no problem sets or required reading. If you read Evans' study guides and solutions to optional problem sets then an A is pretty easy.,4,2002-05-08 00:00:00
10224,291,"I concur with the review on December 24.  I withdrew from the class after the second exam.  The class requires an ENORMOUS amount of time commitment.  As the reviewer before me stated, this is a 3 unit, 1000 level class.  Dr. Mangels' expectations are unreasonable.  This is evident in her rigid teaching style.  She covers an enormous amount of material each and every class, sticking to her lesson plan.  She appears annoyed with questions from students because the questions cut into her pre-programmed structure.  This leaves little room for spontaneity in the class and real learning gets lost.  I would never recommend this class to anyone.",70.18.219.189,,1,2004-12-25 00:00:00
2377,1039,"Last semester, everyone wanted to take this course. There were hundreds of applicants, so I was told, and I was one of the lucky few who would get to study childrens lit with the inimitable Professor Kroeber. THIS CLASS WAS THE WORST CLASS I HAVE EVER TAKEN AT COLUMBIA, HANDS DOWN!!! I say this for two reasons: First, Professor Kroeber actually seems to think that you can learn something fundamental about the ""imagination"" from reading childrens' literature, and that this something can then be applied to all imagination, resulting in greater knowledge of humanity for all eternity. He does not bother to define what the imagination is, or why anyone would be interested in studying it, let alone if it is even possible (it's not). He seems to work from some romantic notion of the imagination more suited to the nineteenth century than the twenty-first, although he never makes this clear. Second, what he also fails to make clear are the objectives of the course or the assignments. Writing essays or talking in class is invariably frustrating as Kroeber's reductive interrogations (But why do you think that? But why do you think THAT? But why is that Good?) fool only the most simple-minded, dim-witted students (who seem to follow him from class to class like brain-damaged apostles--another reason to avoid a seminar with Kroeber) into thinking that this man promotes any form of free-thought and intellectual development. In conducting this class, Professor Kroeber managed to squeeze both the fun and intellectual engagement out of rich texts such as Kipling's Kim, Tolkein's The Hobbit, Milne's Winnie the Pooh, and many many others. Granted, the reading list is awesome. So read it on your own, and as far away from Kroeber as possible. I cannot make it clear enough that taking this class will be a mistake. Don't do it. ",,"A few short, mindless papers that Kroeber berates for being true to form, and a 10-15 page paper on Harry Potter and The Sorcerer's Stone and The Golden Compass. These books are great, but the paper urges students to draw on all they've learned during the semester about ""imaginings."" Having taught nothing all semester, Kroeber's assignment amounts to a open-ended paper which cannot possibly hope to satisfy whatever bizzare qualifications Professor Kroeber might think appropriate. I am writing it now. It's hell. Don't take this class.",1,2002-04-29 00:00:00
